id	cardId	msg	eventType	options	created_at	updated_at
445	FFFF65535	["ACK"]	1	{"tic": "ED50", "transfo": {"num": 12, "uid": "FFFF65535", "firm": "D107", "type": "1"}}	2019-06-11 11:17:19	2019-06-11 11:17:19
444	FFFF65535	["TRANSFORMATEUR", "12", "DECLENCHEMENT", "* DEFAUT PRESSION"]	2	{"tic": "557C", "transfo": {"num": 12, "uid": "FFFF65535", "firm": "D107", "type": "1"}}	2019-06-11 11:17:11	2019-06-11 11:17:11
443	003106224	["DAY"]	3	{"conf": {"pin": "----", "mode": 99, "phone": ["0628541025", "*", "*", "*"], "groupe": "01", "jumper": 1, "slaveid": ["99", "*", "*", "*"]}, "firm": "T107", "stat1": [12, 3, 0, 0, 0, 0, 0, 0, 13]}	2019-06-10 17:22:14	2019-06-10 17:22:14
442	005606224	["DAY"]	3	{"conf": {"pin": "----", "mode": 3, "phone": ["0033680684603", "0033768980032", "0033620428440", "*"], "groupe": "01", "jumper": 3, "slaveid": ["12", "*", "*", "*"]}, "firm": "T107", "stat1": [15, 0, 0, 0, 1, 0, 0, 1, 14]}	2019-06-10 14:09:58	2019-06-10 14:09:58
441	003106224	["DAY"]	3	{"conf": {"pin": "----", "mode": 99, "phone": ["0628541025", "*", "*", "*"], "groupe": "01", "jumper": 1, "slaveid": ["99", "*", "*", "*"]}, "firm": "T107", "stat1": [11, 3, 0, 0, 0, 0, 0, 0, 12]}	2019-06-09 17:26:55	2019-06-09 17:26:55
440	005606224	["DAY"]	3	{"conf": {"pin": "----", "mode": 3, "phone": ["0033680684603", "0033768980032", "0033620428440", "*"], "groupe": "01", "jumper": 3, "slaveid": ["12", "*", "*", "*"]}, "firm": "T107", "stat1": [14, 0, 0, 0, 1, 0, 0, 1, 13]}	2019-06-09 14:14:42	2019-06-09 14:14:42
439	003106224	["DAY"]	3	{"conf": {"pin": "----", "mode": 99, "phone": ["0628541025", "*", "*", "*"], "groupe": "01", "jumper": 1, "slaveid": ["99", "*", "*", "*"]}, "firm": "T107", "stat1": [10, 3, 0, 0, 0, 0, 0, 0, 11]}	2019-06-08 17:31:39	2019-06-08 17:31:39
438	005606224	["DAY"]	3	{"conf": {"pin": "----", "mode": 3, "phone": ["0033680684603", "0033768980032", "0033620428440", "*"], "groupe": "01", "jumper": 3, "slaveid": ["12", "*", "*", "*"]}, "firm": "T107", "stat1": [13, 0, 0, 0, 1, 0, 0, 1, 12]}	2019-06-08 14:19:29	2019-06-08 14:19:29
437	003106224	["DAY"]	3	{"conf": {"pin": "----", "mode": 99, "phone": ["0628541025", "*", "*", "*"], "groupe": "01", "jumper": 1, "slaveid": ["99", "*", "*", "*"]}, "firm": "T107", "stat1": [9, 3, 0, 0, 0, 0, 0, 0, 10]}	2019-06-07 17:36:24	2019-06-07 17:36:24
436	005D06224	["ACK"]	1	{"tic": "C3AB", "transfo": {"num": 10, "uid": "005D06224", "firm": "T107", "type": "1"}}	2019-06-07 15:28:47	2019-06-07 15:28:47
435	005D06224	["TRANSFORMATEUR", "10", "DECLENCHEMENT", "* DEFAUT TEMPERATURE 2"]	2	{"tic": "A520", "transfo": {"num": 10, "uid": "005D06224", "firm": "T107", "type": "1"}}	2019-06-07 15:28:39	2019-06-07 15:28:39
434	005D06224	["ACK"]	1	{"tic": "E4F8", "transfo": {"num": 10, "uid": "005D06224", "firm": "T107", "type": "1"}}	2019-06-07 15:26:46	2019-06-07 15:26:46
433	005D06224	["TRANSFORMATEUR", "10", "ALARME", "* DEFAUT TEMPERATURE 1"]	2	{"tic": "CC81", "transfo": {"num": 10, "uid": "005D06224", "firm": "T107", "type": "1"}}	2019-06-07 15:26:38	2019-06-07 15:26:38
432	005D06224	["ACK"]	1	{"tic": "BEE0", "transfo": {"num": 10, "uid": "005D06224", "firm": "T107", "type": "1"}}	2019-06-07 14:40:37	2019-06-07 14:40:37
431	005D06224	["TRANSFORMATEUR", "10", "DECLENCHEMENT", "* DEFAUT TEMPERATURE 2"]	2	{"tic": "6E87", "transfo": {"num": 10, "uid": "005D06224", "firm": "T107", "type": "1"}}	2019-06-07 14:40:29	2019-06-07 14:40:29
430	005606224	["DAY"]	3	{"conf": {"pin": "----", "mode": 3, "phone": ["0033680684603", "0033768980032", "0033620428440", "*"], "groupe": "01", "jumper": 3, "slaveid": ["12", "*", "*", "*"]}, "firm": "T107", "stat1": [12, 0, 0, 0, 1, 0, 0, 1, 11]}	2019-06-07 14:24:11	2019-06-07 14:24:11
429	005D06224	["ACK"]	1	{"tic": "E37A", "transfo": {"num": 10, "uid": "005D06224", "firm": "T107", "type": "1"}}	2019-06-07 14:00:28	2019-06-07 14:00:28
428	005D06224	["TRANSFORMATEUR", "10", "DECLENCHEMENT", "* DEFAUT TEMPERATURE 2 * DEFAUT TEMPERATURE 2"]	2	{"tic": "9082", "transfo": {"num": 10, "uid": "005D06224", "firm": "T107", "type": "1"}}	2019-06-07 14:00:20	2019-06-07 14:00:20
427	005D06224	["ACK"]	1	{"tic": "F0AC", "transfo": {"num": 10, "uid": "005D06224", "firm": "T107", "type": "1"}}	2019-06-07 10:44:25	2019-06-07 10:44:25
426	005D06224	["TRANSFORMATEUR", "10", "DECLENCHEMENT", "* DEFAUT TEMPERATURE 2"]	2	{"tic": "DA50", "transfo": {"num": 10, "uid": "005D06224", "firm": "T107", "type": "1"}}	2019-06-07 10:44:17	2019-06-07 10:44:17
425	005D06224	["ACK"]	1	{"tic": "4A11", "transfo": {"num": 10, "uid": "005D06224", "firm": "T107", "type": "1"}}	2019-06-07 10:42:53	2019-06-07 10:42:53
424	005D06224	["TRANSFORMATEUR", "10", "DECLENCHEMENT", "* DEFAUT TEMPERATURE 2 * DEFAUT TEMPERATURE 1"]	2	{"tic": "303B", "transfo": {"num": 10, "uid": "005D06224", "firm": "T107", "type": "1"}}	2019-06-07 10:42:46	2019-06-07 10:42:46
423	005D06224	["ACK"]	1	{"tic": "86A4", "transfo": {"num": 10, "uid": "005D06224", "firm": "T107", "type": "1"}}	2019-06-07 10:16:15	2019-06-07 10:16:15
422	005D06224	["TRANSFORMATEUR", "10", "DECLENCHEMENT", "* DEFAUT TEMPERATURE 2"]	2	{"tic": "63F0", "transfo": {"num": 10, "uid": "005D06224", "firm": "T107", "type": "1"}}	2019-06-07 10:16:06	2019-06-07 10:16:06
421	005D06224	["ACK"]	1	{"tic": "60F9", "transfo": {"num": 10, "uid": "005D06224", "firm": "T107", "type": "1"}}	2019-06-07 10:14:42	2019-06-07 10:14:42
420	005D06224	["TRANSFORMATEUR", "10", "ALARME", "* DEFAUT TEMPERATURE 1"]	2	{"tic": "4C9E", "transfo": {"num": 10, "uid": "005D06224", "firm": "T107", "type": "1"}}	2019-06-07 10:14:33	2019-06-07 10:14:33
419	005D06224	["ACK"]	1	{"tic": "F357", "transfo": {"num": 10, "uid": "005D06224", "firm": "T107", "type": "1"}}	2019-06-07 09:27:24	2019-06-07 09:27:24
418	005D06224	["TRANSFORMATEUR", "10", "ALARME", "* DEFAUT TEMPERATURE 1"]	2	{"tic": "DBF6", "transfo": {"num": 10, "uid": "005D06224", "firm": "T107", "type": "1"}}	2019-06-07 09:27:15	2019-06-07 09:27:15
417	005D06224	["DAY"]	3	{"conf": {"pin": "----", "mode": 99, "phone": ["0033768980032", "0033680684603", "*", "*"], "groupe": "01", "jumper": 1, "slaveid": ["10", "*", "*", "*"]}, "firm": "T107", "stat1": [42, 0, 0, 14, 3, 3, 1, 21, 1]}	2019-06-07 07:40:55	2019-06-07 07:40:55
416	003106224	["DAY"]	3	{"conf": {"pin": "----", "mode": 99, "phone": ["0628541025", "*", "*", "*"], "groupe": "01", "jumper": 1, "slaveid": ["99", "*", "*", "*"]}, "firm": "T107", "stat1": [8, 3, 0, 0, 0, 0, 0, 0, 9]}	2019-06-06 17:41:07	2019-06-06 17:41:07
415	005D06224	["ACK"]	1	{"tic": "435E", "transfo": {"num": 10, "uid": "005D06224", "firm": "T107", "type": "1"}}	2019-06-06 16:48:53	2019-06-06 16:48:53
414	005D06224	["TRANSFORMATEUR", "10", "ALARME", "* DEFAUT TEMPERATURE 1"]	2	{"tic": "3915", "transfo": {"num": 10, "uid": "005D06224", "firm": "T107", "type": "1"}}	2019-06-06 16:48:42	2019-06-06 16:48:42
413	005D06224	["ACK"]	1	{"tic": "297D", "transfo": {"num": 10, "uid": "005D06224", "firm": "T107", "type": "1"}}	2019-06-06 16:01:54	2019-06-06 16:01:54
412	005D06224	["TRANSFORMATEUR", "10", "ALARME", "* DEFAUT TEMPERATURE 1"]	2	{"tic": "1CF9", "transfo": {"num": 10, "uid": "005D06224", "firm": "T107", "type": "1"}}	2019-06-06 16:01:47	2019-06-06 16:01:47
411	005D06224	["ACK"]	1	{"tic": "67D0", "transfo": {"num": 10, "uid": "005D06224", "firm": "T107", "type": "1"}}	2019-06-06 15:53:19	2019-06-06 15:53:19
410	005D06224	["TRANSFORMATEUR", "10", "DECLENCHEMENT", "* DEFAUT GAZ"]	2	{"tic": "4080", "transfo": {"num": 10, "uid": "005D06224", "firm": "T107", "type": "1"}}	2019-06-06 15:53:11	2019-06-06 15:53:11
409	005D06224	["ACK"]	1	{"tic": "7F8A", "transfo": {"num": 10, "uid": "005D06224", "firm": "T107", "type": "1"}}	2019-06-06 15:42:38	2019-06-06 15:42:38
408	005D06224	["TRANSFORMATEUR", "10", "DECLENCHEMENT", "* DEFAUT TEMPERATURE 2 * DEFAUT TEMPERATURE 1"]	2	{"tic": "69A2", "transfo": {"num": 10, "uid": "005D06224", "firm": "T107", "type": "1"}}	2019-06-06 15:42:30	2019-06-06 15:42:30
407	005D06224	["ACK"]	1	{"tic": "075F", "transfo": {"num": 10, "uid": "005D06224", "firm": "T107", "type": "1"}}	2019-06-06 15:13:29	2019-06-06 15:13:29
406	005D06224	["TRANSFORMATEUR", "10", "DECLENCHEMENT", "* DEFAUT TEMPERATURE 2"]	2	{"tic": "FF30", "transfo": {"num": 10, "uid": "005D06224", "firm": "T107", "type": "1"}}	2019-06-06 15:13:21	2019-06-06 15:13:21
405	005D06224	["ACK"]	1	{"tic": "5497", "transfo": {"num": 10, "uid": "005D06224", "firm": "T107", "type": "1"}}	2019-06-06 15:11:55	2019-06-06 15:11:55
404	005D06224	["TRANSFORMATEUR", "10", "ALARME", "* DEFAUT TEMPERATURE 1"]	2	{"tic": "41F7", "transfo": {"num": 10, "uid": "005D06224", "firm": "T107", "type": "1"}}	2019-06-06 15:11:47	2019-06-06 15:11:47
403	005D06224	["ACK"]	1	{"tic": "B578", "transfo": {"num": 10, "uid": "005D06224", "firm": "T107", "type": "1"}}	2019-06-06 14:57:07	2019-06-06 14:57:07
402	005D06224	["TRANSFORMATEUR", "10", "DECLENCHEMENT", "* DEFAUT GAZ * DEFAUT TEMPERATURE 1"]	2	{"tic": "9E93", "transfo": {"num": 10, "uid": "005D06224", "firm": "T107", "type": "1"}}	2019-06-06 14:56:58	2019-06-06 14:56:58
401	005606224	["DAY"]	3	{"conf": {"pin": "----", "mode": 3, "phone": ["0033680684603", "0033768980032", "0033620428440", "*"], "groupe": "01", "jumper": 3, "slaveid": ["12", "*", "*", "*"]}, "firm": "T107", "stat1": [11, 0, 0, 0, 1, 0, 0, 1, 10]}	2019-06-06 14:28:52	2019-06-06 14:28:52
400	005D06224	["ACK"]	1	{"tic": "935D", "transfo": {"num": 10, "uid": "005D06224", "firm": "T107", "type": "1"}}	2019-06-06 14:18:43	2019-06-06 14:18:43
399	005D06224	["TRANSFORMATEUR", "10", "DECLENCHEMENT", "* DEFAUT GAZ"]	2	{"tic": "78CD", "transfo": {"num": 10, "uid": "005D06224", "firm": "T107", "type": "1"}}	2019-06-06 14:18:35	2019-06-06 14:18:35
398	005D06224	["ACK"]	1	{"tic": "105E", "transfo": {"num": 10, "uid": "005D06224", "firm": "T107", "type": "1"}}	2019-06-06 14:17:13	2019-06-06 14:17:13
397	005D06224	["TRANSFORMATEUR", "10", "DECLENCHEMENT", "* DEFAUT TEMPERATURE 2 * DEFAUT TEMPERATURE 1"]	2	{"tic": "FE82", "transfo": {"num": 10, "uid": "005D06224", "firm": "T107", "type": "1"}}	2019-06-06 14:17:05	2019-06-06 14:17:05
396	005D06224	["ACK"]	1	{"tic": "E24B", "transfo": {"num": 10, "uid": "005D06224", "firm": "T107", "type": "1"}}	2019-06-06 11:49:43	2019-06-06 11:49:43
395	005D06224	["TRANSFORMATEUR", "10", "DECLENCHEMENT", "* DEFAUT TEMPERATURE 2"]	2	{"tic": "CAF1", "transfo": {"num": 10, "uid": "005D06224", "firm": "T107", "type": "1"}}	2019-06-06 11:49:35	2019-06-06 11:49:35
394	005D06224	["ACK"]	1	{"tic": "4D78", "transfo": {"num": 10, "uid": "005D06224", "firm": "T107", "type": "1"}}	2019-06-06 11:48:11	2019-06-06 11:48:11
393	005D06224	["TRANSFORMATEUR", "10", "DECLENCHEMENT", "* DEFAUT PRESSION * DEFAUT TEMPERATURE 1"]	2	{"tic": "3A06", "transfo": {"num": 10, "uid": "005D06224", "firm": "T107", "type": "1"}}	2019-06-06 11:48:03	2019-06-06 11:48:03
392	005D06224	["ACK"]	1	{"tic": "CA61", "transfo": {"num": 10, "uid": "005D06224", "firm": "T107", "type": "1"}}	2019-06-06 11:35:12	2019-06-06 11:35:12
391	005D06224	["TRANSFORMATEUR", "10", "DECLENCHEMENT", "* DEFAUT PRESSION"]	2	{"tic": "A4DA", "transfo": {"num": 10, "uid": "005D06224", "firm": "T107", "type": "1"}}	2019-06-06 11:35:01	2019-06-06 11:35:01
390	005D06224	["ACK"]	1	{"tic": "076E", "transfo": {"num": 10, "uid": "005D06224", "firm": "T107", "type": "1"}}	2019-06-06 11:33:38	2019-06-06 11:33:38
389	005D06224	["TRANSFORMATEUR", "10", "ALARME", "* DEFAUT TEMPERATURE 1"]	2	{"tic": "CDC7", "transfo": {"num": 10, "uid": "005D06224", "firm": "T107", "type": "1"}}	2019-06-06 11:33:27	2019-06-06 11:33:27
388	005D06224	["ACK"]	1	{"tic": "D927", "transfo": {"num": 10, "uid": "005D06224", "firm": "T107", "type": "1"}}	2019-06-06 11:19:22	2019-06-06 11:19:22
387	005D06224	["TRANSFORMATEUR", "10", "ALARME", "* DEFAUT TEMPERATURE 1"]	2	{"tic": "BF0C", "transfo": {"num": 10, "uid": "005D06224", "firm": "T107", "type": "1"}}	2019-06-06 11:19:14	2019-06-06 11:19:14
386	005D06224	["ACK"]	1	{"tic": "591C", "transfo": {"num": 10, "uid": "005D06224", "firm": "T107", "type": "1"}}	2019-06-06 10:49:30	2019-06-06 10:49:30
385	005D06224	["TRANSFORMATEUR", "10", "DECLENCHEMENT", "* DEFAUT GAZ"]	2	{"tic": "2ED4", "transfo": {"num": 10, "uid": "005D06224", "firm": "T107", "type": "1"}}	2019-06-06 10:49:23	2019-06-06 10:49:23
384	005D06224	["ACK"]	1	{"tic": "0DCD", "transfo": {"num": 10, "uid": "005D06224", "firm": "T107", "type": "1"}}	2019-06-06 10:47:59	2019-06-06 10:47:59
383	005D06224	["TRANSFORMATEUR", "10", "DECLENCHEMENT", "* DEFAUT TEMPERATURE 2 * DEFAUT TEMPERATURE 1"]	2	{"tic": "F6F2", "transfo": {"num": 10, "uid": "005D06224", "firm": "T107", "type": "1"}}	2019-06-06 10:47:51	2019-06-06 10:47:51
382	005D06224	["ACK"]	1	{"tic": "9063", "transfo": {"num": 10, "uid": "005D06224", "firm": "T107", "type": "1"}}	2019-06-06 10:27:55	2019-06-06 10:27:55
381	005D06224	["TRANSFORMATEUR", "10", "DECLENCHEMENT", "* DEFAUT TEMPERATURE 2"]	2	{"tic": "6FE7", "transfo": {"num": 10, "uid": "005D06224", "firm": "T107", "type": "1"}}	2019-06-06 10:27:46	2019-06-06 10:27:46
380	005D06224	["ACK"]	1	{"tic": "26A6", "transfo": {"num": 10, "uid": "005D06224", "firm": "T107", "type": "1"}}	2019-06-06 10:26:20	2019-06-06 10:26:20
379	005D06224	["TRANSFORMATEUR", "10", "ALARME", "* DEFAUT TEMPERATURE 1"]	2	{"tic": "17E5", "transfo": {"num": 10, "uid": "005D06224", "firm": "T107", "type": "1"}}	2019-06-06 10:26:12	2019-06-06 10:26:12
378	005D06224	["ACK"]	1	{"tic": "5232", "transfo": {"num": 10, "uid": "005D06224", "firm": "T107", "type": "1"}}	2019-06-06 09:53:52	2019-06-06 09:53:52
377	005D06224	["TRANSFORMATEUR", "10", "ALARME", "* DEFAUT TEMPERATURE 1"]	2	{"tic": "44C2", "transfo": {"num": 10, "uid": "005D06224", "firm": "T107", "type": "1"}}	2019-06-06 09:53:44	2019-06-06 09:53:44
376	005D06224	["ACK"]	1	{"tic": "DAA9", "transfo": {"num": 10, "uid": "005D06224", "firm": "T107", "type": "1"}}	2019-06-06 09:28:17	2019-06-06 09:28:17
375	005D06224	["TRANSFORMATEUR", "10", "ALARME", "* DEFAUT TEMPERATURE 1"]	2	{"tic": "C2E7", "transfo": {"num": 10, "uid": "005D06224", "firm": "T107", "type": "1"}}	2019-06-06 09:28:06	2019-06-06 09:28:06
374	005D06224	["ACK"]	1	{"tic": "7489", "transfo": {"num": 10, "uid": "005D06224", "firm": "T107", "type": "1"}}	2019-06-06 07:46:31	2019-06-06 07:46:31
373	005D06224	["TRANSFORMATEUR", "10", "ALARME", "* DEFAUT TEMPERATURE 1"]	2	{"tic": "5E9C", "transfo": {"num": 10, "uid": "005D06224", "firm": "T107", "type": "1"}}	2019-06-06 07:46:22	2019-06-06 07:46:22
372	003106224	["DAY"]	3	{"conf": {"pin": "----", "mode": 99, "phone": ["0628541025", "*", "*", "*"], "groupe": "01", "jumper": 1, "slaveid": ["99", "*", "*", "*"]}, "firm": "T107", "stat1": [7, 3, 0, 0, 0, 0, 0, 0, 8]}	2019-06-05 17:45:46	2019-06-05 17:45:46
371	005D06224	["ACK"]	1	{"tic": "5C64", "transfo": {"num": 10, "uid": "005D06224", "firm": "T107", "type": "1"}}	2019-06-05 16:16:41	2019-06-05 16:16:41
370	005D06224	["TRANSFORMATEUR", "10", "DECLENCHEMENT", "* DEFAUT TEMPERATURE 2 * DEFAUT TEMPERATURE 1"]	2	{"tic": "4707", "transfo": {"num": 10, "uid": "005D06224", "firm": "T107", "type": "1"}}	2019-06-05 16:16:32	2019-06-05 16:16:32
369	005D06224	["ACK"]	1	{"tic": "6B5C", "transfo": {"num": 10, "uid": "005D06224", "firm": "T107", "type": "1"}}	2019-06-05 16:00:55	2019-06-05 16:00:55
368	005D06224	["TRANSFORMATEUR", "10", "DECLENCHEMENT", "* DEFAUT TEMPERATURE 2"]	2	{"tic": "65B6", "transfo": {"num": 10, "uid": "005D06224", "firm": "T107", "type": "1"}}	2019-06-05 16:00:44	2019-06-05 16:00:44
367	005D06224	["ACK"]	1	{"tic": "0D5C", "transfo": {"num": 10, "uid": "005D06224", "firm": "T107", "type": "1"}}	2019-06-05 15:58:57	2019-06-05 15:58:57
366	005D06224	["TRANSFORMATEUR", "10", "ALARME", "* DEFAUT TEMPERATURE 1"]	2	{"tic": "056F", "transfo": {"num": 10, "uid": "005D06224", "firm": "T107", "type": "1"}}	2019-06-05 15:58:49	2019-06-05 15:58:49
365	005606224	["DAY"]	3	{"conf": {"pin": "----", "mode": 3, "phone": ["0033680684603", "0033768980032", "0033620428440", "*"], "groupe": "01", "jumper": 3, "slaveid": ["12", "*", "*", "*"]}, "firm": "T107", "stat1": [10, 0, 0, 0, 1, 0, 0, 1, 9]}	2019-06-05 14:33:34	2019-06-05 14:33:34
364	005D06224	["ACK"]	1	{"tic": "2D5E", "transfo": {"num": 10, "uid": "005D06224", "firm": "T107", "type": "1"}}	2019-06-05 11:03:10	2019-06-05 11:03:10
363	005D06224	["TRANSFORMATEUR", "10", "DECLENCHEMENT", "* DEFAUT TEMPERATURE 2 * DEFAUT GAZ"]	2	{"tic": "139A", "transfo": {"num": 10, "uid": "005D06224", "firm": "T107", "type": "1"}}	2019-06-05 11:03:02	2019-06-05 11:03:02
362	005D06224	["ACK"]	1	{"tic": "870A", "transfo": {"num": 10, "uid": "005D06224", "firm": "T107", "type": "1"}}	2019-06-05 11:01:38	2019-06-05 11:01:38
361	005D06224	["TRANSFORMATEUR", "10", "DECLENCHEMENT", "* DEFAUT TEMPERATURE 2"]	2	{"tic": "6B60", "transfo": {"num": 10, "uid": "005D06224", "firm": "T107", "type": "1"}}	2019-06-05 11:01:29	2019-06-05 11:01:29
360	005D06224	["ACK"]	1	{"tic": "ADA9", "transfo": {"num": 10, "uid": "005D06224", "firm": "T107", "type": "1"}}	2019-06-05 11:00:08	2019-06-05 11:00:08
359	005D06224	["TRANSFORMATEUR", "10", "DECLENCHEMENT", "* DEFAUT PRESSION"]	2	{"tic": "8715", "transfo": {"num": 10, "uid": "005D06224", "firm": "T107", "type": "1"}}	2019-06-05 11:00:00	2019-06-05 11:00:00
358	005D06224	["ACK"]	1	{"tic": "4488", "transfo": {"num": 10, "uid": "005D06224", "firm": "T107", "type": "1"}}	2019-06-05 10:58:39	2019-06-05 10:58:39
357	005D06224	["TRANSFORMATEUR", "10", "ALARME", "* DEFAUT TEMPERATURE 1"]	2	{"tic": "301B", "transfo": {"num": 10, "uid": "005D06224", "firm": "T107", "type": "1"}}	2019-06-05 10:58:31	2019-06-05 10:58:31
356	005D06224	["ACK"]	1	{"tic": "9F34", "transfo": {"num": 10, "uid": "005D06224", "firm": "T107", "type": "1"}}	2019-06-05 06:40:33	2019-06-05 06:40:33
355	005D06224	["TRANSFORMATEUR", "10", "DECLENCHEMENT", "* DEFAUT TEMPERATURE 1 * DEFAUT TEMPERATURE 2 * DEFAUT PRESSION"]	2	{"tic": "97A2", "transfo": {"num": 10, "uid": "005D06224", "firm": "T107", "type": "1"}}	2019-06-05 06:40:25	2019-06-05 06:40:25
354	005D06224	["ACK"]	1	{"tic": "828F", "transfo": {"num": 10, "uid": "005D06224", "firm": "T107", "type": "1"}}	2019-06-05 06:39:03	2019-06-05 06:39:03
353	005D06224	["TRANSFORMATEUR", "10", "DECLENCHEMENT", "* DEFAUT TEMPERATURE 1 * DEFAUT TEMPERATURE 2"]	2	{"tic": "76B2", "transfo": {"num": 10, "uid": "005D06224", "firm": "T107", "type": "1"}}	2019-06-05 06:38:54	2019-06-05 06:38:54
352	005D06224	["ACK"]	1	{"tic": "407C", "transfo": {"num": 10, "uid": "005D06224", "firm": "T107", "type": "1"}}	2019-06-05 06:37:31	2019-06-05 06:37:31
351	005D06224	["TRANSFORMATEUR", "10", "ALARME", "* DEFAUT TEMPERATURE 1"]	2	{"tic": "399B", "transfo": {"num": 10, "uid": "005D06224", "firm": "T107", "type": "1"}}	2019-06-05 06:37:22	2019-06-05 06:37:22
350	005D06224	["ACK"]	1	{"tic": "0B62", "transfo": {"num": 10, "uid": "005D06224", "firm": "T107", "type": "1"}}	2019-06-05 06:35:59	2019-06-05 06:35:59
349	005D06224	["TRANSFORMATEUR", "10", "DECLENCHEMENT", "* DEFAUT GAZ"]	2	{"tic": "0068", "transfo": {"num": 10, "uid": "005D06224", "firm": "T107", "type": "1"}}	2019-06-05 06:35:51	2019-06-05 06:35:51
348	003106224	["DAY"]	3	{"conf": {"pin": "----", "mode": 99, "phone": ["0628541025", "*", "*", "*"], "groupe": "01", "jumper": 1, "slaveid": ["99", "*", "*", "*"]}, "firm": "T107", "stat1": [6, 3, 0, 0, 0, 0, 0, 0, 7]}	2019-06-04 17:50:25	2019-06-04 17:50:25
347	005606224	["DAY"]	3	{"conf": {"pin": "----", "mode": 3, "phone": ["0033680684603", "0033768980032", "0033620428440", "*"], "groupe": "01", "jumper": 3, "slaveid": ["12", "*", "*", "*"]}, "firm": "T107", "stat1": [9, 0, 0, 0, 1, 0, 0, 1, 8]}	2019-06-04 14:38:18	2019-06-04 14:38:18
346	FFFF65535	["TRANSFORMATEUR", "12", "DECLENCHEMENT", "* DEFAUT GAZ"]	2	{"tic": "5109", "transfo": {"num": 12, "uid": "FFFF65535", "firm": "D107", "type": "1"}}	2019-06-04 10:17:55	2019-06-04 10:17:55
345	003106224	["DAY"]	3	{"conf": {"pin": "----", "mode": 99, "phone": ["0628541025", "*", "*", "*"], "groupe": "01", "jumper": 1, "slaveid": ["99", "*", "*", "*"]}, "firm": "T107", "stat1": [5, 3, 0, 0, 0, 0, 0, 0, 6]}	2019-06-03 17:55:01	2019-06-03 17:55:01
344	005606224	["DAY"]	3	{"conf": {"pin": "----", "mode": 3, "phone": ["0033680684603", "0033768980032", "0033620428440", "*"], "groupe": "01", "jumper": 3, "slaveid": ["12", "*", "*", "*"]}, "firm": "T107", "stat1": [8, 0, 0, 0, 1, 0, 0, 1, 7]}	2019-06-03 14:43:16	2019-06-03 14:43:16
343	003106224	["DAY"]	3	{"conf": {"pin": "----", "mode": 99, "phone": ["0628541025", "*", "*", "*"], "groupe": "01", "jumper": 1, "slaveid": ["99", "*", "*", "*"]}, "firm": "T107", "stat1": [4, 3, 0, 0, 0, 0, 0, 0, 5]}	2019-06-02 17:59:37	2019-06-02 17:59:37
342	005606224	["DAY"]	3	{"conf": {"pin": "----", "mode": 3, "phone": ["0033680684603", "0033768980032", "0033620428440", "*"], "groupe": "01", "jumper": 3, "slaveid": ["12", "*", "*", "*"]}, "firm": "T107", "stat1": [7, 0, 0, 0, 1, 0, 0, 1, 6]}	2019-06-02 14:47:48	2019-06-02 14:47:48
341	003106224	["DAY"]	3	{"conf": {"pin": "----", "mode": 99, "phone": ["0628541025", "*", "*", "*"], "groupe": "01", "jumper": 1, "slaveid": ["99", "*", "*", "*"]}, "firm": "T107", "stat1": [3, 3, 0, 0, 0, 0, 0, 0, 4]}	2019-06-01 18:04:16	2019-06-01 18:04:16
340	005606224	["DAY"]	3	{"conf": {"pin": "----", "mode": 3, "phone": ["0033680684603", "0033768980032", "0033620428440", "*"], "groupe": "01", "jumper": 3, "slaveid": ["12", "*", "*", "*"]}, "firm": "T107", "stat1": [6, 0, 0, 0, 1, 0, 0, 1, 5]}	2019-06-01 14:52:34	2019-06-01 14:52:34
339	003106224	["DAY"]	3	{"conf": {"pin": "----", "mode": 99, "phone": ["0628541025", "*", "*", "*"], "groupe": "01", "jumper": 1, "slaveid": ["99", "*", "*", "*"]}, "firm": "T107", "stat1": [2, 3, 0, 0, 0, 0, 0, 0, 3]}	2019-05-31 18:08:50	2019-05-31 18:08:50
338	005606224	["DAY"]	3	{"conf": {"pin": "----", "mode": 3, "phone": ["0033680684603", "0033768980032", "0033620428440", "*"], "groupe": "01", "jumper": 3, "slaveid": ["12", "*", "*", "*"]}, "firm": "T107", "stat1": [5, 0, 0, 0, 1, 0, 0, 1, 4]}	2019-05-31 14:57:15	2019-05-31 14:57:15
337	FFFF65535	["TRANSFORMATEUR", "12", "DECLENCHEMENT", "* DEFAUT GAZ"]	2	{"tic": "CCC1", "transfo": {"num": 12, "uid": "FFFF65535", "firm": "D107", "type": "1"}}	2019-05-31 13:11:16	2019-05-31 13:11:16
336	FFFF65535	["ACK"]	1	{"tic": "F720", "transfo": {"num": 12, "uid": "FFFF65535", "firm": "D107", "type": "1"}}	2019-05-31 09:32:51	2019-05-31 09:32:51
335	FFFF65535	["TRANSFORMATEUR", "12", "DECLENCHEMENT", "* DEFAUT GAZ"]	2	{"tic": "3406", "transfo": {"num": 12, "uid": "FFFF65535", "firm": "D107", "type": "1"}}	2019-05-31 09:32:43	2019-05-31 09:32:43
334	003106224	["DAY"]	3	{"conf": {"pin": "----", "mode": 99, "phone": ["0628541025", "*", "*", "*"], "groupe": "01", "jumper": 1, "slaveid": ["99", "*", "*", "*"]}, "firm": "T107", "stat1": [1, 0, 0, 0, 0, 0, 0, 0, 2]}	2019-05-30 18:13:57	2019-05-30 18:13:57
